Epoch,train_loss,test_loss,accuracy
0,21.494052364957064,9.700280789478104,0.5070422535211268
1,21.4911188543417,9.700230767930972,0.5070422535211268
2,21.489730944541083,9.700343365229152,0.5070422535211268
3,21.488951278188278,9.700529649397064,0.5070422535211268
4,21.488513840821877,9.700732006818992,0.5070422535211268
5,21.488273669981723,9.700931113496306,0.5070422535211268
6,21.488152577101015,9.701110568853299,0.5070422535211268
7,21.488097604945455,9.701264950507182,0.5070422535211268
8,21.48807772719828,9.701393850627992,0.5070422535211268
9,21.488075442457088,9.701499362326269,0.5070422535211268
10,21.48808123779088,9.701584555164889,0.5070422535211268
11,21.488089513981684,9.70165230957846,0.5070422535211268
12,21.48809758114222,9.701705504328695,0.5070422535211268
13,21.48810348652401,9.701746610070124,0.5070422535211268
14,21.48810655050085,9.701777991236252,0.5070422535211268
15,21.48810704580769,9.701801460887502,0.5070422535211268
16,21.488105161178183,9.701818464597272,0.5070422535211268
17,21.488101171096304,9.701830512804696,0.5070422535211268
18,21.488095783754357,9.701838520141182,0.5070422535211268
19,21.48808895826646,9.70184337345806,0.5070422535211268
20,21.48808059623277,9.701845523225929,0.5070422535211268
21,21.488070745091033,9.701845640593332,0.5070422535211268
22,21.48806046987054,9.701844042138942,0.5070422535211268
23,21.488049578433873,9.701841537310859,0.5070422535211268
24,21.488038917892826,9.701838343968399,0.5070422535211268
25,21.488028288575094,9.701834812971875,0.5070422535211268
26,21.488017626107606,9.701830944308517,0.5070422535211268
27,21.488006998497017,9.70182680167756,0.5070422535211268
28,21.487996478445304,9.701822445542902,0.5070422535211268
29,21.487985813386732,9.701817860898448,0.5070422535211268
30,21.48797507480485,9.701813090206455,0.5070422535211268
31,21.487964354232894,9.70180819104712,0.5070422535211268
32,21.487953840674606,9.70180313794214,0.5070422535211268
33,21.487943154866436,9.701798103150061,0.5070422535211268
34,21.487932580203314,9.701793013637797,0.5070422535211268
35,21.487922013396048,9.701787923426417,0.5070422535211268
36,21.48791150605776,9.701782824458888,0.5070422535211268
37,21.487901104388097,9.701777767866522,0.5070422535211268
38,21.48789073199511,9.701772586327827,0.5070422535211268
39,21.487880288076184,9.70176742514734,0.5070422535211268
40,21.487869995992664,9.701762253262917,0.5070422535211268
41,21.48785975935181,9.701757067351819,0.5070422535211268
42,21.487849674589555,9.701751925109315,0.5070422535211268
43,21.487839898464347,9.701746769537344,0.5070422535211268
44,21.487830256172668,9.701741669541192,0.5070422535211268
45,21.487820804323288,9.7017366362165,0.5070422535211268
46,21.487811545070816,9.701731705352767,0.5070422535211268
47,21.48780250200665,9.701726830944468,0.5070422535211268
48,21.48779350554438,9.701722018608391,0.5070422535211268
49,21.487784375556696,9.701717093534134,0.5070422535211268
50,21.487775182745953,9.701712137690294,0.5070422535211268
51,21.48776588076243,9.70170712354346,0.5070422535211268
52,21.487756529512627,9.701701979686629,0.5070422535211268
53,21.487746901088936,9.701696702687356,0.5070422535211268
54,21.487737028477095,9.70169118688674,0.5070422535211268
55,21.487726785210192,9.701685722963562,0.5070422535211268
56,21.48771653175751,9.701680336854396,0.5070422535211268
57,21.48770635739904,9.701675128201247,0.5070422535211268
58,21.48769613882468,9.70167005700089,0.5070422535211268
59,21.487686291355928,9.701665067604266,0.5070422535211268
60,21.487676813287393,9.701660279961303,0.5070422535211268
61,21.48766792757383,9.70165562987033,0.5070422535211268
62,21.48765922836266,9.701651062751706,0.5070422535211268
63,21.48765066997374,9.701646550320966,0.5070422535211268
64,21.487642207881457,9.701642059543554,0.5070422535211268
65,21.48763379083294,9.701637594324726,0.5070422535211268
66,21.48762545004261,9.701633141135698,0.5070422535211268
67,21.487617107550292,9.701628684056512,0.5070422535211268
68,21.487608761414613,9.701624237035105,0.5070422535211268
69,21.487600376334555,9.701619825792877,0.5070422535211268
70,21.487592083743564,9.701615356875655,0.5070422535211268
71,21.487583585260257,9.701610968210257,0.5070422535211268
72,21.487575171227977,9.701606587824815,0.5070422535211268
73,21.48756666501391,9.701602211187812,0.5070422535211268
74,21.487558136522605,9.701597813589121,0.5070422535211268
75,21.48754952543353,9.701593394543208,0.5070422535211268
76,21.48754090040628,9.701588951944917,0.5070422535211268
77,21.487532314419674,9.701584532900265,0.5070422535211268
78,21.487523734470727,9.70158008176486,0.5070422535211268
79,21.487515126325942,9.701575655322088,0.5070422535211268
80,21.487506474938257,9.70157117588694,0.5070422535211268
81,21.487497692959465,9.70156661653613,0.5070422535211268
82,21.4874888219051,9.701562086757248,0.5070422535211268
83,21.48747998343731,9.701557482457225,0.5070422535211268
84,21.487470928233257,9.70155276029346,0.5070422535211268
85,21.487461657455764,9.701548048007387,0.5070422535211268
86,21.48745237414302,9.701543219307236,0.5070422535211268
87,21.487442789766206,9.701538246425088,0.5070422535211268
88,21.48743285113406,9.701532982362844,0.5070422535211268
89,21.487422382811175,9.701527276326837,0.5070422535211268
90,21.487410831811793,9.701520167225107,0.5070422535211268
91,21.487396223568453,9.701509879778623,0.5070422535211268
92,21.48737254648008,9.701495251025138,0.5070422535211268
93,21.487336119627457,9.701479413541596,0.5070422535211268
94,21.487312350287862,9.701470913303591,0.5070422535211268
95,21.487299880444052,9.701464460294421,0.5070422535211268
96,21.48728930149689,9.701458515511014,0.5070422535211268
97,21.487279066483595,9.701452900598632,0.5070422535211268
98,21.487268939204128,9.70144732921575,0.5070422535211268
99,21.487258607297978,9.701441802587972,0.5070422535211268
100,21.487248324127453,9.701436287842544,0.5070422535211268
101,21.4872380093413,9.701430893761025,0.5070422535211268
102,21.487227702528507,9.701425591006322,0.5070422535211268
103,21.487217396070584,9.701420402163276,0.5070422535211268
104,21.48720733022021,9.701415277582072,0.5070422535211268
105,21.487197286357002,9.70141014682499,0.5070422535211268
106,21.487187205408727,9.701405026746794,0.5070422535211268
107,21.48717713012253,9.701400017179001,0.5070422535211268
108,21.487167227819793,9.701395033814114,0.5070422535211268
109,21.487157483060958,9.701390055571112,0.5070422535211268
110,21.487147783089593,9.701385207414845,0.5070422535211268
111,21.487138295116953,9.701380339100606,0.5070422535211268
112,21.48712886895497,9.70137557560458,0.5070422535211268
